笔记ID,笔记链接,笔记类型,笔记标题,笔记内容,笔记话题,点赞量,收藏量,评论量,分享量,发布时间,更新时间,IP地址,博主ID,博主链接,博主昵称,小红书号,粉丝数,获赞与收藏,博主简介,发布日期,笔记话题
685bd19300000000110033c6,https://www.xiaohongshu.com/explore/685bd19300000000110033c6?xsec_token=ABaJ-7TN42RFkumjAqhn2m9amgFa-UWgHjeq7ROvP6Dls=&xsec_source=pc_search,视频,??Mysore | 还是觉得直臂鹤蝉比腿绕头更难,"Ekapadasirsasana满打满算应该练习差不多有一个月了
每天做三次，有时候老师???????会帮忙加深
虽然还是腿????抬不上去[猪头R]后穿也不太行[猪头R]
但是坐骨落地了，也知道要保持抬头收核心
保护脆弱的腰很重要
	
U1S1真真觉得直臂鹤蝉的练习更累[猪头R]
	
#瑜伽[话题]# #Mysore[话题]# #阿斯汤加[话题]# #花点时间练练自己[话题]# #做喜欢的事永远都不晚[话题]#",,25,0,3,0,2025/6/25 18:38,2025/6/25 18:38,,5eacb70100000000010077c2,https://www.xiaohongshu.com/user/profile/5eacb70100000000010077c2?xsec_token=ABrLCaYfebZzT_xjvQaGOJ1ZAJXjwi7IDfIn90Z7F11CU=&xsec_source=pc_note,小胖微不胖儿,253754002,1291,11236,"一只控制不住的嘴和能迈开的腿的??
?? 想成为温柔且有力量的girl
???? 简单记录平平无奇的生活日常",2025/6/25,瑜伽、Mysore、阿斯汤加、花点时间练练自己、做喜欢的事永远都不晚
6973359b0000000028020438,https://www.xiaohongshu.com/explore/6973359b0000000028020438?xsec_token=ABkKH58J6pej4XtjI2Xlc4E_YmIP_i61YvBBy8PZDnJYo=&xsec_source=pc_search,图文,Mysore｜第一次到每一次，我用了两年,"从2024年1月，偶然一次自己完成了龟式上头
到最近终于能比较平稳地每次都上头
我花了两年时间
	
没练习之前，见到这个动作
只觉得太「逆天」了
练习之后，老师刚给到这个体式的时候
疼到觉得此生都无法攻克
	
此刻
也没什么别的要说的
Practice, all is coming.
#阿斯汤加[话题]# #瑜伽人[话题]# #有觉知的生活[话题]# #瑜伽是疗愈自己[话题]# #瑜伽日常[话题]# #瑜伽治愈一切[话题]# #瑜伽打卡[话题]# #mysore[话题]# #ashtanga[话题]#",,25,2,7,0,2026/1/23 16:47,2026/1/23 16:47,北京,55718e7a3fef926d9ad9fcf1,https://www.xiaohongshu.com/user/profile/55718e7a3fef926d9ad9fcf1?xsec_token=ABl74S_pfRtqOsALga_dwLR-Yl3TzVXGaiDaQDM7LGf6I=&xsec_source=pc_note,这个一毛,TheYimao,204,3176,"复旦大学中文系本科
央企总部8年裸辞
30岁未婚未育独居
一个读书人，一个写作者",1月23日,阿斯汤加、瑜伽人、有觉知的生活、瑜伽是疗愈自己、瑜伽日常、瑜伽治愈一切、瑜伽打卡、mysore、ashtanga
6674f1d2000000001c02aa8c,https://www.xiaohongshu.com/explore/6674f1d2000000001c02aa8c?xsec_token=ABEsm0hTLz9-qFpeW3lQpTHQQ3LVAEC75Kd1YqSA3e9tw=&xsec_source=pc_search,图文,夏至的mysore有多排湿,步入夏至，熬汤者明显感觉到每天练习排汗多了~ 习练后一整个身心舒畅，轻盈通透[赞R][派对R]#深圳瑜伽[话题]# #阿斯汤加[话题]# #山印瑜伽[话题]# #夏天标配[话题]# #风里有了夏天的味道[话题]#,,25,3,1,0,2024/6/21 11:21,2024/6/21 11:21,,63df4e02000000002702936b,https://www.xiaohongshu.com/user/profile/63df4e02000000002702936b?xsec_token=ABVjlNREQ4szc_z-G09F8EpYcQPA3mt8w4feIuJxgGqyA=&xsec_source=pc_note,深圳山印瑜伽SY YOGA,SYYOGA2305,2079,12699,"深圳传统阿斯汤加会馆
罗湖区 金山大厦(深圳书城)2305
6:30-10:30  Mysore自由练习
12:15-13:30  18:30-19:45基础口令课
周六7:30Led class领课",2024/6/21,深圳瑜伽、阿斯汤加、山印瑜伽、夏天标配、风里有了夏天的味道
6739f6ba000000001d039d8c,https://www.xiaohongshu.com/explore/6739f6ba000000001d039d8c?xsec_token=ABYUvbAGjcSrh8B-rhJVl7JA8a5ERKIuDmCOl5_mHdUY8=&xsec_source=pc_search,图文,148斤线上瑜伽。要听有力量的话。做有力量人,"要听有力量的话，
也要成为有力量的人
#瑜伽带给我的变化[话题]# #做喜欢的事永远都不晚[话题]# #享受生活[话题]# #记录生活[话题]# #瑜伽[话题]##一字马[话题]#",瑜伽带给我的变化、做喜欢的事永远都不晚、享受生活、记录生活、瑜伽、一字马,25,4,15,1,2024/11/17 0:00,2024/11/17 21:59,2024/11/17 21:59,,6350e5930000000018029bd8,https://www.xiaohongshu.com/user/profile/6350e5930000000018029bd8?xsec_token=ABa_OUwhxXI4ISQ8QYKkSa0XW-vUD3RoppPx1g41QzIrA=&xsec_source=pc_note,200斤的赵赵女士练瑜伽,4174622089,9441,30797,"“去做自由而热烈的风，去接受万般模样的自己。”
200斤的文玩姐姐！带娃做瑜伽的宝妈！
线上瑜伽一年。已瘦58斤。自己做的才会分享
爱自己??，爱上30岁+",
6973359b0000000028020438,https://www.xiaohongshu.com/explore/6973359b0000000028020438?xsec_token=ABkKH58J6pej4XtjI2Xlc4E_YmIP_i61YvBBy8PZDnJYo=&xsec_source=pc_search,图文,Mysore｜第一次到每一次，我用了两年,"从2024年1月，偶然一次自己完成了龟式上头
到最近终于能比较平稳地每次都上头
我花了两年时间
	
没练习之前，见到这个动作
只觉得太「逆天」了
练习之后，老师刚给到这个体式的时候
疼到觉得此生都无法攻克
	
此刻
也没什么别的要说的
Practice, all is coming.
#阿斯汤加[话题]# #瑜伽人[话题]# #有觉知的生活[话题]# #瑜伽是疗愈自己[话题]# #瑜伽日常[话题]# #瑜伽治愈一切[话题]# #瑜伽打卡[话题]# #mysore[话题]# #ashtanga[话题]#",阿斯汤加、瑜伽人、有觉知的生活、瑜伽是疗愈自己、瑜伽日常、瑜伽治愈一切、瑜伽打卡、mysore、ashtanga,25,2,7,0,2026/1/23 0:00,2026/1/23 16:47,2026/1/23 16:47,北京,55718e7a3fef926d9ad9fcf1,https://www.xiaohongshu.com/user/profile/55718e7a3fef926d9ad9fcf1?xsec_token=ABl74S_pfRtqOsALga_dwLR-Yl3TzVXGaiDaQDM7LGf6I=&xsec_source=pc_note,这个一毛,TheYimao,204,3176,"复旦大学中文系本科
央企总部8年裸辞
30岁未婚未育独居
一个读书人，一个写作者",
68fe4ee5000000000302278a,https://www.xiaohongshu.com/explore/68fe4ee5000000000302278a?xsec_token=ABwpK8wATHHcOAbRVCg7MH6wHWKtnbpakfUIRX3Kfi3aI=&xsec_source=pc_search,图文,我的瑜伽日常 ??累积打卡6000分钟,"小菜鸟上线嘞[萌萌哒R] 每天一练
	
#瑜伽[话题]# #普拉提[话题]# #力量与柔韧的结合[话题]#",瑜伽、普拉提、力量与柔韧的结合,25,7,3,1,2026/1/24 0:00,2025/10/27 0:40,2026/1/24 1:43,广东,59dc6be16eea88343a125c59,https://www.xiaohongshu.com/user/profile/59dc6be16eea88343a125c59?xsec_token=ABczDvLZWoeUbHtsiPTDJCNvEIP9t6Rcrsqw89Bb3mSC4=&xsec_source=pc_note,林烦烦,950014914,119,9455,鬼有什么可怕的  我带你去见见人心,
6797750b000000002901d57d,https://www.xiaohongshu.com/explore/6797750b000000002901d57d?xsec_token=ABPRL3xGNpEZWYPmbfvtUmW3wPIzwOU-xlA-vPmQIm3HI=&xsec_source=pc_search,图文,年前的最后一个Mysore,"一直觉得很幸运在练习状态最低迷的时候遇见
很多未完成的愿望我会继续一点点努力
剩余的 就全部交给时间…
	
#Mysore[话题]# #Ashtanga[话题]# #瑜伽[话题]#",,24,0,7,0,2025/1/27 19:59,2025/1/27 20:00,,54923d56b4c4d67217e5b9bd,https://www.xiaohongshu.com/user/profile/54923d56b4c4d67217e5b9bd?xsec_token=ABJPHR3hSDrnnTp7Bq6qZd3eHl4CIWepZb_14UuNyuf1o=&xsec_source=pc_note,Anson,AnsonWok,2847,20091,A loyal and devoted ashtanga student,2025/1/27,Mysore、Ashtanga、瑜伽
697fe484000000001a022199,https://www.xiaohongshu.com/explore/697fe484000000001a022199?xsec_token=ABe-xw9MLYnc59dPiePFi61ROyRkpkdoNANV6Q2BKf9Z8=&xsec_source=pc_search,视频,Ashtanga-規律練習滿兩年啦,"昨天看把《愛的藝術》再重溫了一遍
上一次看已經是18年前的事了
有很多內容不太記得了
	
關於愛
如今已經不是當年的傻小子了
	
現在是….
今年的…傻小子
	
但至今還是相信
愛是一種態度、行動
要有愛的能力
應當是對世界有愛的
善良的
愛自己的
再視他人為完整個體下
並能激發對方生命力更鮮活熱烈的
要像培養一門手藝一樣的練習
	
專注、耐心、持續
這不也是練習最美好的狀態嗎[偷笑R]
	
也開始思考一些問題
靈魂是有性別的嗎？
	
練習和冥想那些看似‘’沒用‘’的活動
為什麼我們還是樂此不疲
	
我想是因為
	
愛是一切的答案
而練習Ashtanga也是一種關於愛的練習
	
練習完後的感覺應當也是美好的吧[微笑R]
	
#mysore[话题]# #ashtanga[话题]# #阿斯汤加[话题]# #有觉知的生活[话题]#",,24,1,2,1,2026/2/2 7:40,2026/2/2 7:40,,64afff3b000000001001d037,https://www.xiaohongshu.com/user/profile/64afff3b000000001001d037?xsec_token=AB3TRwsiyk9vPAYCSJRgkD_FeoYh977zcXU_qMZtxFwL4=&xsec_source=pc_note,DC,captionofmysoul,731,5684,"阿斯汤加瑜珈练习者
2024.02-Ashtanga practitioner",2小时前,mysore、ashtanga、阿斯汤加、有觉知的生活
670dee69000000001b02c1ee,https://www.xiaohongshu.com/explore/670dee69000000001b02c1ee?xsec_token=ABy04dByH5j5zqxMZEeUqEf-oFY3hAz_y_pEtAHPx387I=&xsec_source=pc_search,图文,沉浸在热爱里 一起??,"自律，从来不是一个心血来潮 而是习以为常的生活习惯
	
希望我们都能找到自己的热爱 沉浸在每次的瑜伽练习中 一起来No card yoga不办卡瑜伽练习 吧
	
#NOCARD不办卡瑜伽[话题]#",NOCARD不办卡瑜伽,24,4,2,0,2024/10/15 0:00,2024/10/15 12:24,2024/10/15 12:24,,5d92d3bd0000000001018626,https://www.xiaohongshu.com/user/profile/5d92d3bd0000000001018626?xsec_token=ABQEd5JmqzKO1rOANd36qSNTF6J2blGIdHyxc6NpMjZys=&xsec_source=pc_note,babe ying,236788515,1450,3013,分享穿搭  男生勿扰,
6504170c000000001e0224aa,https://www.xiaohongshu.com/explore/6504170c000000001e0224aa?xsec_token=ABaoBHpDl65t9LKALhFLYuqCCUDjbEXTNV4bO5b_b1doo=&xsec_source=pc_search,视频,这样坚持练一周，效果真的明显！,想要脸部变精致，这个瑜伽动作赶紧打卡起来！ #kyoga #瑜伽打卡#懒人瘦身#一起来瑜伽 #瑜伽打卡#王媛的瑜伽女孩#瑜伽 #王媛的瑜伽Family,,23,18,2,2,2023/9/18 0:00,2023/9/18 12:00,2023/9/15 16:34,,6013d81e00000000010089ee,https://www.xiaohongshu.com/user/profile/6013d81e00000000010089ee?xsec_token=ABmvbD2badUPpumMZaLCuD-e7X7T53THDG8_JtJE2kf90=&xsec_source=pc_note,Kyoga 瑜伽,Kinki_yoga,300723,540483,"?瑜伽培训超24年/女性盆底健康14年
?四次获得世界瑜伽体式冠军，培训教练11万
?海内外专利课程超27个全球首个空中瑜伽Kfly
?刘涛，黄奕，母其弥雅，于易洲的瑜伽教练
请：kinki-yoga",
6911ae8f00000000030137f0,https://www.xiaohongshu.com/explore/6911ae8f00000000030137f0?xsec_token=ABbwYLfWh7yRRg48KMe40CgcevDfCSqNA9k5vLKqhr1TU=&xsec_source=pc_search,图文,歸真供奉 · Vaikunta Samarādhane,"??公元二〇二五年十一月二日
??印度Mysore
?? Vaikunta Samarādhane
R. Sharath Jois
	
師化靈形，安於吾心。
心若有師，無明自泯。
真光朗照，破諸幻妄。
於是師我不二，
萬識俱寂，唯真常存。
	
#阿斯汤加[话题]# #Sharath瑜伽中心[话题]# #传承与新生[话题]# #阿汤掌门人Sharath[话题]# #阿斯汤伽掌门人[话题]# #activeseries[话题]# #",,22,1,0,2,2025/11/10 17:21,2025/11/10 17:21,,65d5d1e8000000000401dfaa,https://www.xiaohongshu.com/user/profile/65d5d1e8000000000401dfaa?xsec_token=ABxXL9ryyv8BgAcr9ZjL7tAUMybu4trXW9hGTRku7U9_w=&xsec_source=pc_note,Veronique_Andrew阿斯汤加,10322581611,756,1114,"SYC?KPJAYI正式认证及授权老师。
??Andrew Hillam: Certified☆????美国 JoisYoga总监
??Veronique Tan: 全二级授权☆????大阪MTO总监",2025/11/10,阿斯汤加、Sharath瑜伽中心、传承与新生、阿汤掌门人Sharath、阿斯汤伽掌门人、activeseries
69212670000000001e013a92,https://www.xiaohongshu.com/explore/69212670000000001e013a92?xsec_token=ABkgU2wje69qUnNQDIHUY8ZOPLADbVJynz0Dt-UDSm1Mk=&xsec_source=pc_search,图文,近期mysore遇到的问题和答案,"最近又开始积极练习了，过程中的一些疑问与大模型进行了互动，还是挺有收获的，之前学过的重新想起来，也get到一些新的知识。
	
Q1：时间有限，45分钟、60分钟、75分钟和90分钟分别如何练习？保留和省掉哪些体式？
	
Q2：不同练习时长，最后对应的savasana时间是多久比较合适？
	
Q3：休息时念头飘来飘去，没法真正休息，有什么建议？
	
Q4：坐立体式换边的时候，可以省略vinyasa吗？
	
Q5：每个体式一定要保持5次呼吸吗？（有时候呼吸短想多几次，有时候很舒服，想多停留）
	
Q6：练习的时候经常往上返气，怎么回事？
	
Q7：Mysore练习最好在什么时间？一天可以早晚练两次吗？
	
Q8：Astanga Yoga几个序列分别是净化什么的？达到什么标准可以开始第二序列？（纯好奇，跟我无关）
	
Q9：早上练Mysore，白天再上其他哈他瑜伽课可以吗？
#阿斯汤加[话题]# #mysore[话题]#",,22,20,0,2,2025/11/22 10:56,2025/11/22 10:56,,55fcf940c2bdeb036cdb848a,https://www.xiaohongshu.com/user/profile/55fcf940c2bdeb036cdb848a?xsec_token=ABGTSgSgZ00svP4GOKzpCzbvEg7r80Ns4mQSlitjeLptM=&xsec_source=pc_note,晓晓啦啦啦,100121630,58,608,,2025/11/22,阿斯汤加、mysore
65f776450000000012022309,https://www.xiaohongshu.com/explore/65f776450000000012022309?xsec_token=ABNAwxTP3UXb6ACSdO-B9P_kdqdnBEf2XinW6IbLzN4HA=&xsec_source=pc_search,图文,如果你不了解阿斯汤伽,"那就来听一听#播客[话题]# 《长乐瑜伽小院》，全新访谈系列邀请到了真正的熬汤人@DOU 老师[派对R]
欢迎收听“阿汤人，阿汤魂”[害羞R]
	
——
喜欢Dou老师不谈虚的，不聊玄的，“云淡风轻”的背后是早已把#阿斯汤伽[话题]# 练到自己的生活里。
阿汤是日常。
无论你是阿汤的规律练习者，还是有一颗蠢蠢欲动去#mysore[话题]# 的心，或者只是听过#阿斯汤伽[话题]# 这个名字，都很推荐一听[斜眼R]
	
· 什么是阿斯汤伽
· 阿汤的特点、阿汤的练习方式、阿汤的序列
· 有关阿汤的传言和真相
· 印度迈索总院（KPJAY SHALA）的故事
——
欢迎在#小宇宙[话题]# （和喜马拉雅、QQ音乐、苹果podcast）搜索关注《长乐瑜伽小院》播客节目
两个被瑜伽改变了人生的瑜伽老师将在这里分享他们的练习、教学和灵魂修炼之路。
在这个泛瑜伽电台里，体式从来不是瑜伽的全部。
瑜伽｜冥想｜哲学｜大脑神经学｜心理学｜梵行
#一起来瑜伽[话题]# #瑜伽哲学[话题]# #冥想[话题]# #播客推荐[话题]# #哲学[话题]# #当代读书人[话题]# #瑜伽[话题]#  #长期主义[话题]# #身心灵[话题]# #阿斯汤加[话题]# #自律[话题]# #见人不如建身[话题]#
———
长乐瑜伽小院
用瑜伽哲学的智慧 追寻长期主义的快乐",,21,2,3,2,2024/3/18 7:01,2024/3/18 7:14,,5e2962350000000001007321,https://www.xiaohongshu.com/user/profile/5e2962350000000001007321?xsec_token=AB4ZiHpYe_Z30ZuWnFAuX55vexNPq9zxsV--SQDPadlWY=&xsec_source=pc_note,Claire自由篇,484212138,1824,8173,"瑜伽读书人
白幼瘦的反义词，用脑子练习“放下脑子”的瑜伽，十年往返，由身入心，踏上瑜伽哲学和梵语之路。?RYT200｜注册音疗师｜播客《瑜伽小冒险》",2024/3/18,播客、阿斯汤伽、mysore、小宇宙、一起来瑜伽、瑜伽哲学、冥想、播客推荐、哲学、当代读书人、瑜伽、长期主义、身心灵、阿斯汤加、自律、见人不如建身
67e8ffd9000000001b038143,https://www.xiaohongshu.com/explore/67e8ffd9000000001b038143?xsec_token=ABPyXyItEvz9EJh8HBRFq6rHUYobmI4EyiMbT4upZSfkY=&xsec_source=pc_search,图文,果然最难的是开始,"病了一个礼拜，手软脚软地去试了伸展课，连下犬都觉得虚浮，但可能因为无力，反而有放松地练到。
然后过大海得知自己同童童同款声音嘶哑的感冒后就又加重了两天[萌萌哒R]
恢复练习的第一节是Jimmy老师的倒立小班（我真敢）简直呼吸不了一样。老师的侧旁腿练习，让我对分腿慢起有了不一样的认知。晚上寰宇呼吸有顺一点点直至老师帮我开胸[汗颜R]（好喜欢晚沉老师图片的备注）
但是没有开始卖梳就一直觉得自己还未恢复练习，直至礼拜五才去#mysore[话题]# 302/10000。去之前一直预设很多身体会怎样打不开，结果还是缓慢且笨拙的完成了。今天流瑜伽75也是，预设好多会不会无力会不会掰不开会不会累个半死，结果遇到传说中新体式短弓步下轮还能尽兴地尝试了，肘轮反跳还有了新的觉知（就是以为自己可以）
	
所以预设好多不如勇敢开始#小绿的习练[话题]# #Supermonkey超级猩猩健身[话题]# #这个模版有点东西[话题]#",,21,0,5,0,2025/3/30 16:24,2025/3/30 16:24,,584451fc5e87e775c89d3716,https://www.xiaohongshu.com/user/profile/584451fc5e87e775c89d3716?xsec_token=AB6ZFMYzmc7n9XyvyL95XaQRgcD5dx7xNkS9hNvWXiD_o=&xsec_source=pc_note,小绿你要去哪里,110706839,175,3099,在小孩和大人的轉角  蓋一座城堡,2025/3/30,mysore、小绿的习练、Supermonkey超级猩猩健身、这个模版有点东西
697db439000000000a02b054,https://www.xiaohongshu.com/explore/697db439000000000a02b054?xsec_token=ABGHFHgkn2yvWtY4piqfRzY5K-nKX19zv-ga_SaoZpdnQ=&xsec_source=pc_search,视频,,"同行的意义，是互相成为彼此的参照系[太阳]
感恩公主丹的不断指导以及第一排共同精进的小伙伴? 你们的存在本身，就是一种激励[加油]
相信步伐一致的人，总会相逢在更高处[爱心][拥抱][合十]
#延瑜伽[话题]# #Mysore晨练[话题]# #同频的快乐[话题]#",,21,2,2,0,2026/1/31 15:50,2026/1/31 15:50,广东,6157d60c000000001f03d0ce,https://www.xiaohongshu.com/user/profile/6157d60c000000001f03d0ce?xsec_token=AB0Ewb3E8_vOHdsUOdz1lmdmrEU01A9hGu3kAoTKfjh8I=&xsec_source=pc_note,佳与昊,4230489012,10201,92335,瑜伽、阅读、音乐,1天前,延瑜伽、Mysore晨练、同频的快乐
684f8efb0000000021018029,https://www.xiaohongshu.com/explore/684f8efb0000000021018029?xsec_token=ABhfck1AcpsW0u9ZjUl8-XBj-50iGSSM45A9s0ZnAQ51k=&xsec_source=pc_search,视频,Mysore｜121??,"今浑身酸软
起床赖了半小时
洗漱后又回床上赖了半小时
本想打退堂鼓
最后被大周同学push了一把
	
到馆静坐开窗子拉窗帘换位置
一系列操作后才开始练习[呃R]
站立部分专注都还在
到坐立就开始观摩大家练习了
周姐主动申请上下轮
cici祷告后屁股抽筋[暗中观察R]
云红同学还在记动作ing
旁边的大周四柱很标准，气定神闲的样子
	
本来想来都来了，就打完一套“拳”呗
结果马里奇D左费劲绑半天后放弃直接轮式
孙老师问??呢，我答曰留点希望给明天哈哈哈哈
真是练不动了，体力是一点，心神也是
	
身体也许到疲惫期
惰性也有
啊～～～～～～好好休息
明天继续探索[抱拳R]
#ashtanga[话题]#
#阿斯汤加[话题]#
#Mysore[话题]#
#瑜伽日常[话题]#",,21,3,9,3,2025/6/16 11:26,2025/6/16 11:26,,5657cb6de4251d1823da8ddb,https://www.xiaohongshu.com/user/profile/5657cb6de4251d1823da8ddb?xsec_token=ABeV1R07zOiIHKmaMtRLVw3kv1hLy0EbZMYG9lyR9Mimc=&xsec_source=pc_note,熬汤的Anya,105497318,192,3005,"???高山无法自动到你脚前
你必须不畏艰险地穿越山谷
?????♀?攀越悬崖峭壁
才能到达山顶??",2025/6/16,ashtanga、阿斯汤加、Mysore、瑜伽日常
68cf4cfe000000000e0244be,https://www.xiaohongshu.com/explore/68cf4cfe000000000e0244be?xsec_token=ABJiMW7sTLa2Ft4i97-TkIizrZxt1EPTvwgPh_XIILMaE=&xsec_source=pc_search,图文,人们为什么坚持练阿汤Mysore？,为什么坚持Mysore？因为练习的本质是和自己待一会儿。而当我们只是和自己独处时，内在的创伤、痛苦、拧巴等一切在现实中想要逃避的情绪会像海浪一般自动涌现！也许在日常中，我们可以通过各种方式转移注意力，但在练习中，我们无处可逃！它迫使我们面对和接纳，然后一个呼吸一个呼吸地做下去，哪怕你是流着泪推起轮式。但在此刻，疗愈就发生了，因为你知道你可以信任这个练习，可以在这个当下安全地无所顾虑地释放你的心！就凭这一点，就足以让我们继续练习了[合十R]#阿斯汤伽[话题]# #Mysore[话题]# #瑜伽即疗愈[话题]# #瑜伽与心理健康[话题]#,,20,1,0,0,2025/9/21 8:55,2025/9/21 8:55,,5cc534e20000000010033606,https://www.xiaohongshu.com/user/profile/5cc534e20000000010033606?xsec_token=ABL5qvszmSwJiwumz99ZaHJtQXi-OIjexpiOCJCxJZI_Y=&xsec_source=pc_note,珀斯瑜伽Xiong,518002632,1322,8334,"??Perth, WA 社工/瑜伽
-RYT500｜曾就职Fine、MOKSA等知名场馆，目前就职澳洲Goodlife
-目前因场地原因暂停团课，可接私教，请??",2025/9/21,阿斯汤伽、Mysore、瑜伽即疗愈、瑜伽与心理健康
689ddebc000000001d0221d5,https://www.xiaohongshu.com/explore/689ddebc000000001d0221d5?xsec_token=ABlqjNwCZFVFSJau7vP8RfjSscRKvHWaWtLIVo795x4og=&xsec_source=pc_search,图文,Practicing Mysore with Clayton老师,"九天的早课转瞬即逝。每天清晨，背上瑜伽垫走向 Mysore 场的那份喜悦与期待，至今仍在心中回荡。最难忘的是Clayton 老师在每次辅助时，那温暖且带着鼓励的眼神。老师也叮嘱阿汤的练习需要内收，“Socialize less, focus on your own practice”。很高兴在这段旅程中结识新的汤友，也与香海禅寺的伙伴再度重逢。阿汤之路，不止于此，继续向前 #Mysore晨练[话题]# #阿斯汤加瑜伽[话题]#",,19,2,3,7,2025/8/14 21:03,2025/8/14 21:03,,5abe591b4eacab03f3ddc4cc,https://www.xiaohongshu.com/user/profile/5abe591b4eacab03f3ddc4cc?xsec_token=AB0cRwmEjSMbXoFZ1kWv2GLMV8d0I-YrxnuTianPypyLI=&xsec_source=pc_note,蓝莓的蓝,945848285,89,853,.,2025/8/14,Mysore晨练、阿斯汤加瑜伽
68f832790000000005010088,https://www.xiaohongshu.com/explore/68f832790000000005010088?xsec_token=AB5LRca4BUlYeuuRlrfWQlnRFsSi2YoCAxQoaop7MiSIY=&xsec_source=pc_search,图文,Mysore日常,"依稀看见的新功课和陌生领域
试图专注和聚焦看清楚[放大镜R]
却发现它经常和我捉迷藏，
反而呼吸变得紧张～
	
像是换了新网络，但还没接上[微笑R]信号??断断续续、时有时无，还偶尔串台和死机??反复经历这样的“磨练”和“磨合”，仿佛这才是常态，唯一可不就是“变化”本身？心态是越来越稳～（没脸没皮都快掉地上了）???♀?完全不会有挫败和“不服”。
	
但我坚信
每个这样的阶段，都会是迂回。
时长它长长短短半点不由人，哪一天一个机灵也会悟到～多久管它呢，把经常分离的身和心重新连结起来真的是很难的一件事～
	
我常常看见他们同步出发，或者我会刻意静下来，主动让她们准备同步出发，然后？困难和紧张里面，不自觉的分道扬镳呗[再见R]
路漫漫啊路漫漫～
	
今天练完还是手脚冷冷的，pinca腹股沟抽筋也是搞极了～好像屁股肌肉针扎在了腹股沟，罢工罢工
	
练习愉快??天黑黑天凉凉的季节来了
??只愿硬汉扛住别受伤，开开心心练习就好
其他别无所求??
	
#瑜伽[话题]# #mysore[话题]#",,19,1,29,0,2025/10/22 9:25,2025/10/22 9:25,,575d49df7fc5b82704f7385b,https://www.xiaohongshu.com/user/profile/575d49df7fc5b82704f7385b?xsec_token=ABFXZmqyQnucX3ZJNRAuEJ0MyDw_NjVHq2N2tEEUtUZC8=&xsec_source=pc_note,向日葵不姓向,428062333,2129,18993,"传统 Ashtanga规律练习者；
不卷也不爱卷人的瑜伽分享者；
分享|喜悦｜传播????yoga｜life??",2025/10/22,瑜伽、mysore
696049bd000000000e03ca6f,https://www.xiaohongshu.com/explore/696049bd000000000e03ca6f?xsec_token=ABnTYIVg9idmdR5PV0J8DPMqq_V1J6ogKqFROKmZ_Wkio=&xsec_source=pc_search,图文,Mysore日常｜Led,"放松
感受
体验
检查呼吸在哪里短了、脖子肩颈何时紧张了
哪怕无法掌控，但是能在那一秒觉察和调整也很不错，至少我们无意识早已转变为有意识。
一序列掌门人口令，练习快乐??又是周末啦",,19,0,21,0,2026/1/9 8:20,2026/1/9 8:20,上海,575d49df7fc5b82704f7385b,https://www.xiaohongshu.com/user/profile/575d49df7fc5b82704f7385b?xsec_token=ABFXZmqyQnucX3ZJNRAuEJ0MyDw_NjVHq2N2tEEUtUZC8=&xsec_source=pc_note,向日葵不姓向,428062333,2129,18993,"传统 Ashtanga规律练习者；
不卷也不爱卷人的瑜伽分享者；
分享|喜悦｜传播????yoga｜life??",1月9日,
